date,views,code,day_month
2014-10-04,290202326,en,10-04
2014-10-05,307504494,en,10-05
2014-10-06,350435414,en,10-06
2014-10-07,336446784,en,10-07
2014-10-08,336739871,en,10-08
2014-10-09,335501056,en,10-09
2014-10-10,318732565,en,10-10
2014-10-11,298541616,en,10-11
2014-10-12,323791445,en,10-12
2014-10-13,346411193,en,10-13
2014-10-14,339855615,en,10-14
2014-10-15,330312734,en,10-15
2014-10-16,300166295,en,10-16
2014-10-17,290052969,en,10-17
2014-10-18,267036840,en,10-18
2014-10-19,289376156,en,10-19
2014-10-20,325557752,en,10-20
2014-10-21,308958414,en,10-21
2014-10-22,312125637,en,10-22
2014-10-23,306115661,en,10-23
2014-10-24,295665554,en,10-24
2014-10-25,273164304,en,10-25
2014-10-26,293037361,en,10-26
2014-10-27,316186920,en,10-27
2014-10-28,312567055,en,10-28
2014-10-29,314296389,en,10-29
2014-10-30,308936667,en,10-30
2014-10-31,287877251,en,10-31
2014-11-01,271363202,en,11-01
2014-11-02,301902058,en,11-02
2014-11-03,331197358,en,11-03
2014-11-04,344055651,en,11-04
2014-11-05,317514855,en,11-05
2014-11-06,311768791,en,11-06
2014-11-07,295943020,en,11-07
2014-11-08,281221099,en,11-08
2014-11-09,305184620,en,11-09
2014-11-10,327535602,en,11-10
2014-11-11,326901122,en,11-11
2014-11-12,318141714,en,11-12
2014-11-13,306377419,en,11-13
2014-11-14,310086443,en,11-14
2014-11-15,318904978,en,11-15
2014-11-16,323870001,en,11-16
2014-11-17,328116619,en,11-17
2014-11-18,320268560,en,11-18
2014-11-19,311432281,en,11-19
2014-11-20,304977417,en,11-20
2014-11-21,288308996,en,11-21
2014-11-22,277265869,en,11-22
2014-11-23,300458197,en,11-23
2014-11-24,320003606,en,11-24
2014-11-25,299046210,en,11-25
2014-11-26,289940224,en,11-26
2014-11-27,279970185,en,11-27
2014-11-28,277938360,en,11-28
2014-11-29,278539273,en,11-29
2014-11-30,312793544,en,11-30
2014-12-01,317664053,en,12-01
2014-12-02,306784953,en,12-02
2014-12-03,319865160,en,12-03
2014-12-04,305914122,en,12-04
2014-12-05,289818723,en,12-05
2014-12-06,272548114,en,12-06
2014-12-07,294773957,en,12-07
2014-12-08,314162430,en,12-08
2014-12-09,310251771,en,12-09
2014-12-10,310700827,en,12-10
2014-12-11,305134612,en,12-11
2014-12-12,288076075,en,12-12
2014-12-13,272551324,en,12-13
2014-12-14,293797807,en,12-14
2014-12-15,309628763,en,12-15
2014-12-16,327014566,en,12-16
2014-12-17,309852945,en,12-17
2014-12-18,299478044,en,12-18
2014-12-19,280336181,en,12-19
2014-12-20,267294820,en,12-20
2014-12-21,272483722,en,12-21
2014-12-22,292829171,en,12-22
2014-12-23,282615569,en,12-23
2014-12-24,261263933,en,12-24
2014-12-25,258515891,en,12-25
2014-12-26,279982357,en,12-26
2014-12-27,279689902,en,12-27
2014-12-28,295572431,en,12-28
2014-12-29,307295827,en,12-29
2014-12-30,302242681,en,12-30
2014-12-31,281141538,en,12-31
2015-01-01,276755407,en,01-01
2015-01-02,304906879,en,01-02
2015-01-03,303065526,en,01-03
2015-01-04,316313000,en,01-04
2015-01-05,315387515,en,01-05
2015-01-06,322953604,en,01-06
2015-01-07,320614147,en,01-07
2015-01-08,319004125,en,01-08
2015-01-09,309946700,en,01-09
2015-01-10,296602563,en,01-10
2015-01-11,313415772,en,01-11
2015-01-12,328262630,en,01-12
2015-01-13,318954595,en,01-13
2015-01-14,309927955,en,01-14
2015-01-15,308354334,en,01-15
2015-01-16,296334841,en,01-16
2015-01-17,281312756,en,01-17
2015-01-18,307868585,en,01-18
2015-01-19,328436441,en,01-19
2015-01-20,320334876,en,01-20
2015-01-21,316233545,en,01-21
2015-01-22,308394722,en,01-22
2015-01-23,309874560,en,01-23
2015-01-24,285136665,en,01-24
2015-01-25,305884065,en,01-25
2015-01-26,331885585,en,01-26
2015-01-27,327252107,en,01-27
2015-01-28,315351833,en,01-28
2015-01-29,307590931,en,01-29
2015-01-30,297597988,en,01-30
2015-01-31,285114894,en,01-31
2015-02-01,308164328,en,02-01
2015-02-02,320819972,en,02-02
2015-02-03,312142788,en,02-03
2015-02-04,313452265,en,02-04
2015-02-05,308609510,en,02-05
2015-02-06,299299883,en,02-06
2015-02-07,290174096,en,02-07
2015-02-08,309809853,en,02-08
2015-02-09,335763261,en,02-09
2015-02-10,326409824,en,02-10
2015-02-11,308539066,en,02-11
2015-02-12,301996622,en,02-12
2015-02-13,291215580,en,02-13
2015-02-14,279375490,en,02-14
2015-02-15,302139301,en,02-15
2015-02-16,320111832,en,02-16
2015-02-17,320828921,en,02-17
2015-02-18,313403825,en,02-18
2015-02-19,310604061,en,02-19
2015-02-20,305093226,en,02-20
2015-02-21,290930420,en,02-21
2015-02-22,311600121,en,02-22
2015-02-23,346775842,en,02-23
2015-02-24,333527403,en,02-24
2015-02-25,332423501,en,02-25
2015-02-26,303785292,en,02-26
2015-02-27,307383072,en,02-27
2015-02-28,289865563,en,02-28
2015-03-01,314282025,en,03-01
2015-03-02,333873881,en,03-02
2015-03-03,326579734,en,03-03
2015-03-04,332068555,en,03-04
2015-03-05,321603921,en,03-05
2015-03-06,304932564,en,03-06
2015-03-07,285258394,en,03-07
2015-03-08,315823714,en,03-08
2015-03-09,326241343,en,03-09
2015-03-10,318707061,en,03-10
2015-03-11,312871675,en,03-11
2015-03-12,309223965,en,03-12
2015-03-13,301522755,en,03-13
2015-03-14,284180010,en,03-14
2015-03-15,311798104,en,03-15
2015-03-16,330880275,en,03-16
2015-03-17,321999423,en,03-17
2015-03-18,320091307,en,03-18
2015-03-19,305998178,en,03-19
2015-03-20,297168192,en,03-20
2015-03-21,287442290,en,03-21
2015-03-22,305831599,en,03-22
2015-03-23,328682334,en,03-23
2015-03-24,317441811,en,03-24
2015-03-25,317046969,en,03-25
2015-03-26,309947391,en,03-26
2015-03-27,296242975,en,03-27
2015-03-28,284034604,en,03-28
2015-03-29,310000432,en,03-29
2015-03-30,326165550,en,03-30
2015-03-31,319494270,en,03-31
2015-04-01,312740157,en,04-01
2015-04-02,301488373,en,04-02
2015-04-03,295834205,en,04-03
2015-04-04,295052808,en,04-04
2015-04-05,302785652,en,04-05
2015-04-06,332679556,en,04-06
2015-04-07,332928102,en,04-07
2015-04-08,339677996,en,04-08
2015-04-09,330441591,en,04-09
2015-04-10,304264990,en,04-10
2015-04-11,285229302,en,04-11
2015-04-12,306043562,en,04-12
2015-04-13,327969781,en,04-13
2015-04-14,321815546,en,04-14
2015-04-15,321596906,en,04-15
2015-04-16,317852453,en,04-16
2015-04-17,303174632,en,04-17
2015-04-18,283271324,en,04-18
2015-04-19,304675031,en,04-19
2015-04-20,326027453,en,04-20
2015-04-21,320122894,en,04-21
2015-04-22,316214647,en,04-22
2015-04-23,313640516,en,04-23
2015-04-24,304816232,en,04-24
2015-04-25,290703705,en,04-25
2015-04-26,321374951,en,04-26
2015-04-27,341031617,en,04-27
2015-04-28,328624148,en,04-28
2015-04-29,323922007,en,04-29
2015-04-30,315035437,en,04-30
2015-05-01,306982576,en,05-01
2015-05-02,286412500,en,05-02
2015-05-03,310997586,en,05-03
2015-05-04,340750686,en,05-04
2015-05-05,330823618,en,05-05
2015-05-06,325237509,en,05-06
2015-05-07,315340619,en,05-07
2015-05-08,308775152,en,05-08
2015-05-09,291514968,en,05-09
2015-05-10,307874931,en,05-10
2015-05-11,333727347,en,05-11
2015-05-12,328710788,en,05-12
2015-05-13,326818132,en,05-13
2015-05-14,316738700,en,05-14
2015-05-15,303786307,en,05-15
2015-05-16,284513571,en,05-16
2015-05-17,309316843,en,05-17
2015-05-18,328162498,en,05-18
2015-05-19,326157668,en,05-19
2015-05-20,322444632,en,05-20
2015-05-21,319289912,en,05-21
2015-05-22,293778530,en,05-22
2015-05-23,275983126,en,05-23
2015-05-24,305103540,en,05-24
2015-05-25,315094736,en,05-25
2015-05-26,326742012,en,05-26
2015-05-27,320016707,en,05-27
2015-05-28,312003924,en,05-28
2015-05-29,292687687,en,05-29
2015-05-30,285208541,en,05-30
2015-05-31,306875951,en,05-31
2015-06-01,333403162,en,06-01
2015-06-02,319744294,en,06-02
2015-06-03,309409021,en,06-03
2015-06-04,305619172,en,06-04
2015-06-05,290945822,en,06-05
2015-06-06,290294722,en,06-06
2015-06-07,302800923,en,06-07
2015-06-08,322056543,en,06-08
2015-06-09,320520963,en,06-09
2015-06-10,309055055,en,06-10
2015-06-11,306746926,en,06-11
2015-06-12,272108600,en,06-12
2015-06-13,237548602,en,06-13
2015-06-14,253665768,en,06-14
2015-06-15,276042662,en,06-15
2015-06-16,266111130,en,06-16
2015-06-17,253120176,en,06-17
2015-06-18,245339877,en,06-18
2015-06-19,239508002,en,06-19
2015-06-20,231527096,en,06-20
2015-06-21,239623918,en,06-21
2015-06-22,259076682,en,06-22
2015-06-23,255025037,en,06-23
2015-06-24,255626797,en,06-24
2015-06-25,255805038,en,06-25
2015-06-26,249831586,en,06-26
2015-06-27,231230956,en,06-27
2015-06-28,249985437,en,06-28
2015-06-29,266496201,en,06-29
2015-06-30,255305935,en,06-30
2014-01-01,25269951,de,01-01
2014-01-02,31416854,de,01-02
2014-01-03,30371060,de,01-03
2014-01-04,27526936,de,01-04
2014-01-05,3785007,de,01-05
2014-01-06,13280539,de,01-06
2014-01-07,35663815,de,01-07
2014-01-08,34345914,de,01-08
2014-01-09,34840286,de,01-09
2014-01-10,32207456,de,01-10
2014-01-11,27951663,de,01-11
2014-01-12,33838943,de,01-12
2014-01-13,36837540,de,01-13
2014-01-14,35484055,de,01-14
2014-01-15,35362704,de,01-15
2014-01-16,35262058,de,01-16
2014-01-17,31900457,de,01-17
2014-01-18,28112837,de,01-18
2014-01-19,33785599,de,01-19
2014-01-20,37481213,de,01-20
2014-01-21,35984952,de,01-21
2014-01-22,34858367,de,01-22
2014-01-23,34030208,de,01-23
2014-01-24,31018911,de,01-24
2014-01-25,26594278,de,01-25
2014-01-26,31695021,de,01-26
2014-01-27,36425147,de,01-27
2014-01-28,35152552,de,01-28
2014-01-29,34941565,de,01-29
2014-01-30,35704674,de,01-30
2014-01-31,33304973,de,01-31
2014-02-01,30491934,de,02-01
2014-02-02,34591759,de,02-02
2014-02-03,37873356,de,02-03
2014-02-04,37343401,de,02-04
2014-02-05,36479576,de,02-05
2014-02-06,36362956,de,02-06
2014-02-07,34454509,de,02-07
2014-02-08,29417242,de,02-08
2014-02-09,34917696,de,02-09
2014-02-10,39027970,de,02-10
2014-02-11,37535219,de,02-11
2014-02-12,35690520,de,02-12
2014-02-13,34546424,de,02-13
2014-02-14,32425600,de,02-14
2014-02-15,28984294,de,02-15
2014-02-16,33634697,de,02-16
2014-02-17,37227614,de,02-17
2014-02-18,35639989,de,02-18
2014-02-19,34282725,de,02-19
2014-02-20,33788930,de,02-20
2014-02-21,31621316,de,02-21
2014-02-22,27271515,de,02-22
2014-02-23,31191475,de,02-23
2014-02-24,35500240,de,02-24
2014-02-25,34025754,de,02-25
2014-02-26,32852236,de,02-26
2014-02-27,31239024,de,02-27
2014-02-28,29275777,de,02-28
2014-03-01,26287414,de,03-01
2014-03-02,31181895,de,03-02
2014-03-03,35590908,de,03-03
2014-03-04,34155079,de,03-04
2014-03-05,34163789,de,03-05
2014-03-06,32151961,de,03-06
2014-03-07,30176006,de,03-07
2014-03-08,24778699,de,03-08
2014-03-09,28250444,de,03-09
2014-03-10,33097552,de,03-10
2014-03-11,33264160,de,03-11
2014-03-12,32473519,de,03-12
2014-03-13,31880991,de,03-13
2014-03-14,28594819,de,03-14
2014-03-15,26971450,de,03-15
2014-03-16,32684320,de,03-16
2014-03-17,35340829,de,03-17
2014-03-18,34260895,de,03-18
2014-03-19,33858883,de,03-19
2014-03-20,32601686,de,03-20
2014-03-21,30520034,de,03-21
2014-03-22,26935136,de,03-22
2014-03-23,35553607,de,03-23
2014-03-24,38899971,de,03-24
2014-03-25,36242648,de,03-25
2014-03-26,35080294,de,03-26
2014-03-27,33684606,de,03-27
2014-03-28,30395686,de,03-28
2014-03-29,22361291,de,03-29
2014-03-30,26383004,de,03-30
2014-03-31,34400582,de,03-31
2014-04-01,33704650,de,04-01
2014-04-02,30834574,de,04-02
2014-04-03,31030714,de,04-03
2014-04-04,30657396,de,04-04
2014-04-05,24717691,de,04-05
2014-04-06,30670521,de,04-06
2014-04-07,34545608,de,04-07
2014-04-08,35111510,de,04-08
2014-04-09,33859322,de,04-09
2014-04-10,30844032,de,04-10
2014-04-11,28761770,de,04-11
2014-04-12,23153592,de,04-12
2014-04-13,27559357,de,04-13
2014-04-14,32987966,de,04-14
2014-04-15,32459769,de,04-15
2014-04-16,30407112,de,04-16
2014-04-17,27256370,de,04-17
2014-04-18,26747460,de,04-18
2014-04-19,21974366,de,04-19
2014-04-20,25071358,de,04-20
2014-04-21,29655725,de,04-21
2014-04-22,32800850,de,04-22
2014-04-23,31277766,de,04-23
2014-04-24,31658506,de,04-24
2014-04-25,28553542,de,04-25
2014-04-26,24642107,de,04-26
2014-04-27,30225522,de,04-27
2014-04-28,33655304,de,04-28
2014-04-29,31258294,de,04-29
2014-04-30,29081387,de,04-30
2014-05-01,28765083,de,05-01
2014-05-02,28179769,de,05-02
2014-05-03,24604971,de,05-03
2014-05-04,29224081,de,05-04
2014-05-05,32639182,de,05-05
2014-05-06,33332670,de,05-06
2014-05-07,33017558,de,05-07
2014-05-08,31572131,de,05-08
2014-05-09,29003502,de,05-09
2014-05-10,24700240,de,05-10
2014-05-11,28852236,de,05-11
2014-05-12,33112866,de,05-12
2014-05-13,31566030,de,05-13
2014-05-14,32476511,de,05-14
2014-05-15,32577082,de,05-15
2014-05-16,28419037,de,05-16
2014-05-17,23658427,de,05-17
2014-05-18,29450633,de,05-18
2014-05-19,33621752,de,05-19
2014-05-20,34148415,de,05-20
2014-05-21,30609428,de,05-21
2014-05-22,28498527,de,05-22
2014-05-23,27117225,de,05-23
2014-05-24,22896156,de,05-24
2014-05-25,25119880,de,05-25
2014-05-26,31579165,de,05-26
2014-05-27,31721680,de,05-27
2014-05-28,29320463,de,05-28
2014-05-29,27783397,de,05-29
2014-05-30,25453986,de,05-30
2014-05-31,21487344,de,05-31
2014-06-01,28103758,de,06-01
2014-06-02,33315230,de,06-02
2014-06-03,31808691,de,06-03
2014-06-04,30702154,de,06-04
2014-06-05,30329160,de,06-05
2014-06-06,25717207,de,06-06
2014-06-07,18546322,de,06-07
2014-06-08,22470873,de,06-08
2014-06-09,26234806,de,06-09
2014-06-10,30320214,de,06-10
2014-06-11,31061129,de,06-11
2014-06-12,33251165,de,06-12
2014-06-13,27410468,de,06-13
2014-06-14,23694469,de,06-14
2014-06-15,26674928,de,06-15
2014-06-16,28709505,de,06-16
2014-06-17,30818908,de,06-17
2014-06-18,28939853,de,06-18
2014-06-19,28255188,de,06-19
2014-06-20,26141439,de,06-20
2014-06-21,20956353,de,06-21
2014-06-22,26727561,de,06-22
2014-06-23,32165241,de,06-23
2014-06-24,30612547,de,06-24
2014-06-25,32229579,de,06-25
2014-06-26,29228874,de,06-26
2014-06-27,27047070,de,06-27
2014-06-28,22988844,de,06-28
2014-06-29,27580169,de,06-29
2014-06-30,29859979,de,06-30
2014-07-01,28440393,de,07-01
2014-07-02,29543264,de,07-02
2014-07-03,28061185,de,07-03
2014-07-04,24658673,de,07-04
2014-07-05,22229078,de,07-05
2014-07-06,25410583,de,07-06
2014-07-07,30820560,de,07-07
2014-07-08,32666267,de,07-08
2014-07-09,33289428,de,07-09
2014-07-10,31894019,de,07-10
2014-07-11,29492149,de,07-11
2014-07-12,23543850,de,07-12
2014-07-13,26136143,de,07-13
2014-07-14,31752124,de,07-14
2014-07-15,29415052,de,07-15
2014-07-16,28270592,de,07-16
2014-07-17,27225617,de,07-17
2014-07-18,25221399,de,07-18
2014-07-19,19751448,de,07-19
2014-07-20,25433369,de,07-20
2014-07-21,32477140,de,07-21
2014-07-22,32143134,de,07-22
2014-07-23,31311495,de,07-23
2014-07-24,32130541,de,07-24
2014-07-25,29509020,de,07-25
2014-07-26,23187636,de,07-26
2014-07-27,25356436,de,07-27
2014-07-28,30253816,de,07-28
2014-07-29,30654799,de,07-29
2014-07-30,30612750,de,07-30
2014-07-31,28371003,de,07-31
2014-08-01,25957164,de,08-01
2014-08-02,22340157,de,08-02
2014-08-03,25237915,de,08-03
2014-08-04,30755372,de,08-04
2014-08-05,29356055,de,08-05
2014-08-06,28090434,de,08-06
2014-08-07,28213461,de,08-07
2014-08-08,25562066,de,08-08
2014-08-09,21938105,de,08-09
2014-08-10,25677907,de,08-10
2014-08-11,30135485,de,08-11
2014-08-12,31207112,de,08-12
2014-08-13,32296551,de,08-13
2014-08-14,29729925,de,08-14
2014-08-15,27877066,de,08-15
2014-08-16,23323574,de,08-16
2014-08-17,25637981,de,08-17
2014-08-18,30962276,de,08-18
2014-08-19,31340781,de,08-19
2014-08-20,30806113,de,08-20
2014-08-21,30187477,de,08-21
2014-08-22,28058862,de,08-22
2014-08-23,23570425,de,08-23
2014-08-24,26298175,de,08-24
2014-08-25,31280480,de,08-25
2014-08-26,31629136,de,08-26
2014-08-27,27636862,de,08-27
2014-08-28,25393676,de,08-28
2014-08-29,28819695,de,08-29
2014-08-30,23269729,de,08-30
2014-08-31,26678970,de,08-31
2014-09-01,31650064,de,09-01
2014-09-02,30685682,de,09-02
2014-09-03,29872810,de,09-03
2014-09-04,29123820,de,09-04
2014-09-05,25900090,de,09-05
2014-09-06,21254150,de,09-06
2014-09-07,29144229,de,09-07
2014-09-08,32581701,de,09-08
2014-09-09,32355278,de,09-09
2014-09-10,30985854,de,09-10
2014-09-11,31136097,de,09-11
2014-09-12,28424883,de,09-12
2014-09-13,23456291,de,09-13
2014-09-14,28364342,de,09-14
2014-09-15,32856901,de,09-15
2014-09-16,31571770,de,09-16
2014-09-17,29937994,de,09-17
2014-09-18,29909916,de,09-18
2014-09-19,28715943,de,09-19
2014-09-20,23555231,de,09-20
2014-09-21,31076039,de,09-21
2014-09-22,34238039,de,09-22
2014-09-23,32625635,de,09-23
2014-09-24,31498724,de,09-24
2014-09-25,33230578,de,09-25
2014-09-26,29639848,de,09-26
2014-09-27,22116424,de,09-27
2014-09-28,25560001,de,09-28
2014-09-29,29941268,de,09-29
2014-09-30,30573137,de,09-30
2014-10-01,39313118,de,10-01
2014-10-02,37240273,de,10-02
2014-10-03,36489954,de,10-03
2014-10-04,33100215,de,10-04
2014-10-05,38642664,de,10-05
2014-10-06,44489491,de,10-06
2014-10-07,42493877,de,10-07
2014-10-08,42411653,de,10-08
2014-10-09,39991225,de,10-09
2014-10-10,37381768,de,10-10
2014-10-11,35409537,de,10-11
2014-10-12,40979253,de,10-12
2014-10-13,43604126,de,10-13
2014-10-14,42876319,de,10-14
2014-10-15,42326647,de,10-15
2014-10-16,37703017,de,10-16
2014-10-17,34847492,de,10-17
2014-10-18,30924445,de,10-18
2014-10-19,36590385,de,10-19
2014-10-20,40186191,de,10-20
2014-10-21,40224706,de,10-21
2014-10-22,40142632,de,10-22
2014-10-23,38622866,de,10-23
2014-10-24,37348272,de,10-24
2014-10-25,32618433,de,10-25
2014-10-26,37656700,de,10-26
2014-10-27,39099574,de,10-27
2014-10-28,37941386,de,10-28
2014-10-29,38863918,de,10-29
2014-10-30,39183650,de,10-30
2014-10-31,34209586,de,10-31
2014-11-01,33846094,de,11-01
2014-11-02,38765025,de,11-02
2014-11-03,41375410,de,11-03
2014-11-04,40993320,de,11-04
2014-11-05,40667377,de,11-05
2014-11-06,39322002,de,11-06
2014-11-07,35322168,de,11-07
2014-11-08,33278471,de,11-08
2014-11-09,41568509,de,11-09
2014-11-10,43096410,de,11-10
2014-11-11,40671029,de,11-11
2014-11-12,41230473,de,11-12
2014-11-13,40749395,de,11-13
2014-11-14,36872570,de,11-14
2014-11-15,33701194,de,11-15
2014-11-16,40737269,de,11-16
2014-11-17,41161612,de,11-17
2014-11-18,39892347,de,11-18
2014-11-19,40840032,de,11-19
2014-11-20,41520825,de,11-20
2014-11-21,37506543,de,11-21
2014-11-22,32229645,de,11-22
2014-11-23,38390446,de,11-23
2014-11-24,42377638,de,11-24
2014-11-25,40732950,de,11-25
2014-11-26,39344298,de,11-26
2014-11-27,38484464,de,11-27
2014-11-28,34384698,de,11-28
2014-11-29,31260874,de,11-29
2014-11-30,37964512,de,11-30
2014-12-01,39443712,de,12-01
2014-12-02,38993192,de,12-02
2014-12-03,42427712,de,12-03
2014-12-04,40507751,de,12-04
2014-12-05,37508354,de,12-05
2014-12-06,31900033,de,12-06
2014-12-07,38739066,de,12-07
2014-12-08,41579647,de,12-08
2014-12-09,42324803,de,12-09
2014-12-10,40723889,de,12-10
2014-12-11,38893180,de,12-11
2014-12-12,35480468,de,12-12
2014-12-13,32773535,de,12-13
2014-12-14,38657515,de,12-14
2014-12-15,41247070,de,12-15
2014-12-16,41544736,de,12-16
2014-12-17,40121667,de,12-17
2014-12-18,38034199,de,12-18
2014-12-19,34583139,de,12-19
2014-12-20,33037326,de,12-20
2014-12-21,38578010,de,12-21
2014-12-22,38026167,de,12-22
2014-12-23,36268907,de,12-23
2014-12-24,31358711,de,12-24
2014-12-25,37579684,de,12-25
2014-12-26,42182355,de,12-26
2014-12-27,40476928,de,12-27
2014-12-28,45144099,de,12-28
2014-12-29,42279850,de,12-29
2014-12-30,38409850,de,12-30
2014-12-31,31876411,de,12-31
2015-01-01,38496759,de,01-01
2015-01-02,41066491,de,01-02
2015-01-03,40005193,de,01-03
2015-01-04,43979164,de,01-04
2015-01-05,44901839,de,01-05
2015-01-06,46286011,de,01-06
2015-01-07,44114042,de,01-07
2015-01-08,42968623,de,01-08
2015-01-09,41335566,de,01-09
2015-01-10,39619687,de,01-10
2015-01-11,45636192,de,01-11
2015-01-12,46377411,de,01-12
2015-01-13,44459060,de,01-13
2015-01-14,44142102,de,01-14
2015-01-15,43528603,de,01-15
2015-01-16,42324297,de,01-16
2015-01-17,37757376,de,01-17
2015-01-18,44229869,de,01-18
2015-01-19,45456113,de,01-19
2015-01-20,43563186,de,01-20
2015-01-21,43949849,de,01-21
2015-01-22,43290019,de,01-22
2015-01-23,41622554,de,01-23
2015-01-24,36969016,de,01-24
2015-01-25,43605097,de,01-25
2015-01-26,45024793,de,01-26
2015-01-27,44397740,de,01-27
2015-01-28,43114771,de,01-28
2015-01-29,42264797,de,01-29
2015-01-30,38292536,de,01-30
2015-01-31,35419979,de,01-31
2015-02-01,41764326,de,02-01
2015-02-02,42773903,de,02-02
2015-02-03,40208298,de,02-03
2015-02-04,39822561,de,02-04
2015-02-05,39659731,de,02-05
2015-02-06,38401353,de,02-06
2015-02-07,34378804,de,02-07
2015-02-08,41445423,de,02-08
2015-02-09,43564952,de,02-09
2015-02-10,42763739,de,02-10
2015-02-11,40308453,de,02-11
2015-02-12,37957744,de,02-12
2015-02-13,37287820,de,02-13
2015-02-14,34255414,de,02-14
2015-02-15,39076872,de,02-15
2015-02-16,43421323,de,02-16
2015-02-17,42907696,de,02-17
2015-02-18,43393566,de,02-18
2015-02-19,41233496,de,02-19
2015-02-20,39738150,de,02-20
2015-02-21,36314564,de,02-21
2015-02-22,43615271,de,02-22
2015-02-23,44300834,de,02-23
2015-02-24,43888366,de,02-24
2015-02-25,43739992,de,02-25
2015-02-26,38199572,de,02-26
2015-02-27,39872160,de,02-27
2015-02-28,35679896,de,02-28
2015-03-01,43263338,de,03-01
2015-03-02,43551569,de,03-02
2015-03-03,42224495,de,03-03
2015-03-04,41637227,de,03-04
2015-03-05,41399355,de,03-05
2015-03-06,38230704,de,03-06
2015-03-07,34275337,de,03-07
2015-03-08,39135562,de,03-08
2015-03-09,41975981,de,03-09
2015-03-10,42443128,de,03-10
2015-03-11,41023535,de,03-11
2015-03-12,39973432,de,03-12
2015-03-13,38524983,de,03-13
2015-03-14,34504506,de,03-14
2015-03-15,43721095,de,03-15
2015-03-16,44983482,de,03-16
2015-03-17,40220961,de,03-17
